Category,Question,Answer
HISTORY,"March 1942: He ""says 'I shall return'""; April 1951: ""Harry Orders Big Mac To Go""",MacArthur
HISTORY,"1916: ""Pershing comes to shove in Mexican pursuit of"" this rebel; 1923: ""The 'Town' is Down""",Pancho Villa
HISTORY,"1966: ""French Kiss-off!""  He ""Kicks NATO HQ out of France""",De Gaulle
HISTORY,"October 21, 1520: ""Strait to the Pacific!""  He ""finds passage, hopes one day for portable GPS machine to be named for him""",Magellan
HISTORY,"Around 342 B.C.: ""Aristotle Tutors Tot""; 323 B.C.: He's ""Gone in Babylon""",Alexander the Great
LITERACY,"Northumbria in the ""Age of Bede"" or Mercia in Offa's reign are guesses as to where & when this work was created",Beowulf
SCIENCE,The chemistry team of Pelletier & Caventou isolated strychnine & this stuff that makes plants green,chlorophyll
SCIENCE,"In 1861 Eduard Suess, proposer of the concept of Gondwanaland, became professor of this at the U. of Vienna",geology
SCIENCE,Physicist Gaspard de Coriolis lived up to his potential by first defining this type of energy,kinetic energy
SCIENCE,This German for whom a unit of frequency is named was the first man to send & receive radio waves,Heinrich Hertz
SCIENCE,"The 1899 first edition of this medical ""manual"" recommended smoking to treat asthma",Merck Manual
HISTORY,"Dating back to the revolution, it's the oldest continuously occupied military post in the United States",West Point
HISTORY,"This first U.S. first lady, a fine equestrienne, once rode a horse up the stairs of her uncle's house",Martha Washington
HISTORY,"India's 5th century playwright Kalidasa wrote his masterpiece, ""Shakuntala"", in this classical language",Sanskrit
HISTORY,"He wasn't a ""Mad King"" yet when he was born in Nymphenburg Palace in 1845","""Mad King"" Ludwig of Bavaria"
HISTORY,The last King William to rule England had this number after his name,IV
HISTORY,"This Parisian who drew up the original plans for Washington, D.C. is buried at Arlington National Cemetery",Pierre L'Enfant
LITERACY,"This Dickens novel about a foundling is subtitled ""The Parish Boy's Progress""",Oliver Twist
LITERACY,"His ""Anna Karenina"" was originally published in installments between 1875 & 1877",Leo Tolstoy
LITERACY,"It's the English title of Isabel Allende's novel ""La Casa de los Espiritus""",The House of the Spirits
LITERACY,"William Dean Howells wrote of Silas Lapham & she wrote of ""Silas Marner""",George Eliot
LITERACY,In this 1979 book Norman Mailer told the story of convicted killer Gary Gilmore,The Executioner's Song
HISTORY,In 1978 this European country created a new canton for French-speaking Catholics,Switzerland
HISTORY,"While mayor of Paris, he lost twice to Francois Mitterand in elections for the French presidency",Jacques Chirac
HISTORY,Beginning in 1947 about 6 million Muslims fled from India to this country carved from it,Pakistan
HISTORY,"During the 18th century, England gained control over the Miskito Indians in Honduras & this country",Nicaragua
HISTORY,"In 1772 this empress participated in the first partition of Poland, acquiring Galicia for Austria",Maria Theresa
HISTORY,"In 1989 Bertram Lee & Peter Bynoe became the first black owners of a major sports franchise, this city's NBA Nuggets",Denver
HISTORY,"(<a href=""http://www.j-archive.com/media/2001-09-12_J_27.jpg"" target=""_blank"">Hi. I'm Martin Luther King III.</a>) In 1955, my father led a bus boycott in Montgomery after this woman was arrested for refusing to give up her seat",Rosa Parks
HISTORY,In 1957 it became the USA's first major city with a black majority,"Washington, D.C."
HISTORY,"In the 1940s Core pioneered sit-ins & also used these protests whose name in show biz means ""substitutes""",stand-in
HISTORY,Elections held following WWII in 1946 made this group the dominant Czech political party,Communist Party
HISTORY,This labor union whose members forge Fords left the AFL-CIO in 1968 but rejoined in 1981,UAW (United Auto Workers)
HISTORY,"Medieval plagues were caused in part by widespread killing of these now common animals, then considered evil",Cats
HISTORY,"On August 22, 1922 gunmen took the life of this Irish leader played by Liam Neeson on the big screen",Michael Collins
HISTORY,In 1598 Henry IV granted French Protestants religious freedom by issuing this edict,Edict of Nantes
LITERACY,"Many of the fairy tales compiled by them came from Dorthea Viehmann, a widow who came to town to sell produce",the Brothers Grimm
SCIENCE,Galileo damaged his eyesight staring at this,the sun
SCIENCE,He looked for a safe way to handle nitroglycerin after an 1864 explosion killed his brother,Alfred Nobel
SCIENCE,"Murdered at her African research campsite in December 1985, she's sorely ""mist""",Dian Fossey
SCIENCE,In the 18th century Karl Scheele tested elements this way; he may have died from mercury poisoning,tasting them
SCIENCE,A nitrogen chloride explosion in 1812 damaged the eyes of this safety lamp inventor,Sir Humphry Davy
HISTORY,"First planted in Brazil around 1727, by the 19th century it was the country's top export",coffee
HISTORY,"23 years after the United States did so, Brazil abolished this in 1888",slavery
HISTORY,This dance was popular for decades in Brazil before achieving popularity in the U.S. around 1930,samba
HISTORY,"South America's most populous city, it was founded by Jesuit priests in 1554",Sao Paulo
HISTORY,"During his travels Marco Polo saw ""Jasper and Chalcedony"", this type of stone the Chinese carve into jewelry",jade
HISTORY,"Around 1766 B.C. the Shang kingdom arose along the valley of this river, also known as the Huang He",the Yellow River
HISTORY,"(<a href=""http://www.j-archive.com/media/2010-06-22_DJ_20.wmv"">Sarah of the Clue Crew shows a map on the monitor.</a>)  In October 1934, the Red Army retreated from Jiangxi; a year later, after crossing 18 mountain ranges, they arrived in Shaanxi, in a journey that's been called this",the Long March
HISTORY,"In March 1839 the Chinese seized over 20,000 chests of this from British merchants in Guangzhou, causing war",opium
HISTORY,In 1887 the Protocol of Lisbon confirmed that this colony was a free port under the control of Portugal,Macao
HISTORY,"Besides Frank & Nancy Sinatra, they're the only other father & daughter who each had No. 1 solo hits",Pat & Debby Boone
SCIENCE,It's short for the room or building where experiments are done,a lab
SCIENCE,It's the flowing back of the tide as the water returns to the sea,ebb
SCIENCE,Sn is the chemical symbol for this,tin
SCIENCE,This unit of illumination shares its name with an old brand of soap & detergent,lux
SCIENCE,These 2 similarly spelled words mean a span of time longer than an era & an electrically charged atom,an eon & an ion
LITERACY,Literary history was shaped in 1905 when this female author moved from 22 Hyde Park to 46 Gordon Square,Virginia Woolf
HISTORY,This term for a deadly substance may derive from the name of a love goddess,venom
SCIENCE,In 1925 this American anthropologist first visited Samoa; she wrote a book about it 3 years later,Margaret Mead
SCIENCE,"In 1909, after 7 years with the Swiss Patent Office, he became a professor at the University of Zurich",Albert Einstein
SCIENCE,In the 1870s this French chemist demonstrated that anthrax was caused by a particular bacillus,Pasteur
SCIENCE,In the 1930s this California transplant posthumously received plant patents No. 12-16,Luther Burbank
SCIENCE,"The ""Hans""-on work of this biochemist born in 1900 unraveled the mystery of the citric acid cycle",Hans Krebs
SCIENCE,Geologists called stratigraphers are involved with determining the earth's age & history by looking at layers of these,rock
LITERACY,"She made a cameo appearance in the movie ""Fried Green Tomatoes"" based on her novel",(Fannie) Flagg
SCIENCE,"Using spectrometry, you'll find that helium produces a bright line of this color",yellow
LITERACY,"In his 8-volume ""Kent Family Chronicles"", he took readers through 7 generations of family history",John Jakes
SCIENCE,A block & tackle uses 2 or more of this simple machine to reduce the amount of effort needed to lift a load,a pulley
LITERACY,"He wrote ""Our Man in Havana"" & ""The Third Man"" as well as the screenplays for them",Graham Greene
SCIENCE,"Types of seismic waves include L, P & S, which stand for love, primary & this",secondary
LITERACY,"His ""From Here to Eternity"" was the top-selling novel of 1951",James Jones
SCIENCE,Diatoms are among the most numerous of these plantlike plankton that drift with the ocean currents,phytoplankton
LITERACY,"The author of the Dirk Pitt novels is the founder of NUMA, the National Underwater & Marine Agency",Clive Cussler
HISTORY,In 1900 they made history with a glider that had a new feature: a horizontal front rudder for pitch control,the Wright Brothers
HISTORY,"This duke of Bohemia spread Christianity, was martyred & is remembered in a Christmas carol as a ""good king""",Wenceslas
HISTORY,"It's what the ""W"" stands for in WPA, a New Deal program FDR created for the unemployed in 1935",Works
HISTORY,"This English cardinal died Nov. 29, 1530, on the way to face treason charges",Wolsey
HISTORY,"Signed in 1648, the peace of this historic German region ended the Thirty Years' War",Westphalia
SCIENCE,An outbreak of disease (8),an epidemic
SCIENCE,"Simple substance, my dear Watson (7)",an element
SCIENCE,Negative particle (8),an electron
SCIENCE,"A catalyzing protein, like amylase (6)",an enzyme
SCIENCE,A real piece of work (3),an erg
LITERACY,"Henry Fielding called a 1749 novel ""The History of"" him, ""a Foundling""",Tom Jones
LITERACY,"An 1894 Anthony Hope romance was titled this ""of Zenda""",the Prisoner
LITERACY,1868 Wilkie Collins novel about a mysterious rock,The Moonstone
LITERACY,Rowena has Saxon the brain in this 1819 work by Sir Walter Scott,Ivanhoe
LITERACY,Sophocles wrote a tragedy about this self-sacrificing daughter of Oedipus,Antigone
HISTORY,"In 1581 this world-circumnavigating sailor was made the mayor of Plymouth, England",Sir Francis Drake
HISTORY,"Tsangyang Gyatso, the sixth man to hold this title, died mysteriously in 1706",the Dalai Lama
HISTORY,"This man who lost the 1948 presidential election was referred to as ""the little man on the wedding cake""",(Thomas) Dewey
HISTORY,"This U.S. mayor who died in 1976 was called the ""last of the big-city bosses""",(Richard) Daley
HISTORY,The topic of the paper he gave to the Manchester Literary & Philosophical Society in 1794 was color blindness,John Dalton
SCIENCE,"The night-blooming cereus, a climbing type of this desert plant, blooms for only one night",a cactus
SCIENCE,"Transplanted from the Mediterranean to California, the Adriatic type of this fruit is the prime choice for bars & pastes",figs
SCIENCE,"(<a href=""http://www.j-archive.com/media/2010-11-17_DJ_15.jpg"" target=""_blank"">Sarah of the Clue Crew presents the clue on a monitor.</a>)  Spruce needles are green all around, & in <a href=""http://www.j-archive.com/media/2010-11-17_DJ_15a.jpg"" target=""_blank"">cross section</a> you can see they're square; <a href=""http://www.j-archive.com/media/2010-11-17_DJ_15b.jpg"" target=""_blank"">flatter needles</a> with two light, lengthwise strips on the <a href=""http://www.j-archive.com/media/2010-11-17_DJ_15c.jpg"" target=""_blank"">underside</a> are from this 3-letter tree",fir
SCIENCE,In the autumn many tree leaves turn yellow or orange because of this 8-letter pigment,carotene
SCIENCE,"(<a href=""http://www.j-archive.com/media/2010-11-17_DJ_14.wmv"">Sarah of the Clue Crew shows an animation on the monitor.</a>)  When a wetland becomes covered with plant material, the lack of oxygen hinders decay, so that over time a layer of partially decayed matter is formed, called this",peat
HISTORY,"After its own war with Iraq, this country opposed both Iraqi & U.S. policy during the Gulf War",Iran
HISTORY,Drugs called protease inhibitors show great promise in the fight against this disease,AIDS
HISTORY,"On Dec. 17, 1996 a 14-foot piece & a 5-foot piece of this space shuttle washed ashore at Cocoa Beach, Florida",Challenger
HISTORY,"He struggled to consolidate power in North Korea after succeeding his father, Kim Il Sung, in 1994",Kim Jong Il
HISTORY,In February 1996 Mexico's government signed an accord to resolve the conflict in this state,Chiapas
HISTORY,In 1876 Boss Tweed fled to Spain & in 1877 this famous Sioux leader fled to Canada,Sitting Bull
HISTORY,The Carpetbaggers were northerners who moved south after the Civil War to take part in this process,Reconstruction
HISTORY,Production was halted on the B-1 bomber in 1977 & the development of this building-saving bomb was announced,Neutron bomb
HISTORY,The hot case in the headlines of 1921 concerned this pair of anarchists accused of robbery & murder,Sacco & Vanzetti
HISTORY,"Post held by General George C. Marshall when he announced his ""plan"" June 5, 1947",Secretary of State
HISTORY,"This peninsula of 85,000 square miles was ruled by a single dynasty from 1392 to 1910",Korea
HISTORY,"When Ferdinand VII died in 1833, his 3-year-old daughter Isabella II ascended this country's throne",Spain
HISTORY,"In 1191 this ""Lion-Hearted"" king of England captured Cyprus & Acre during the Crusades",Richard I
HISTORY,This dictator's last battle was his defeat of Pompey's sons at Munda in 45 B.C.,Julius Caesar
HISTORY,In 1584 William I of Orange was assassinated in this Dutch city known for its blue & white pottery,Delft
HISTORY,This battleship on which the WWII Japanese surrender terms were signed saw combat during the Gulf War,U.S.S. Missouri
LITERACY,"This ""Fahrenheit 451"" author is descended from a woman who was tried for witchcraft in Salem",Ray Bradbury
LITERACY,"Literary sisters whose elder sisters Maria and Elizabeth died at ages 11 & 10, respectively",The Bronte Sisters (Emily and Charlotte)
LITERACY,"His first book, ""Betty Zane"", was a historical novel about one of his ancestors",Zane Grey
LITERACY,"Lawrence Housman, who wrote the play ""Victoria Regina"", was this poet's brother",A.E. Housman
LITERACY,"This ""Joseph Andrews"" author wrote a preface to his sister Sarah's novel, ""The Adventures of David Simple""",Henry Fielding
LITERACY,"The last chapter of this Charlotte Bronte novel begins, ""Reader, I married him""",Jane Eyre
LITERACY,This 2-word term refers to someone whose tedious job requires a lot of writing & record-keeping,a pencil pusher
LITERACY,"This novel says, ""the books went up in sparkling whirls and blew away on a wind turned dark with burning""",Fahrenheit 451
LITERACY,"John Roebling designed this NYC landmark, but working on it cost him his life",the Brooklyn Bridge
LITERACY,"The first line of this novel says, ""It was Wang Lung's marriage day""",The Good Earth
LITERACY,Physicist George Smoot won a Nobel Prize for his work supporting this theory of the evolution of the universe,the Big Bang
LITERACY,"This 1852 book says, ""I would rather not sell him ...I'm a humane man, and I hate to take the boy from his mother""",Uncle Tom's Cabin
LITERACY,"This alliterative exclamation of surprise dates back way before ""Great Balls Of Fire"": it goes back to the 1700s",goodness gracious
LITERACY,"He wrote, ""All happy families are like one another; each unhappy family is unhappy in its own way""",Tolstoy
LITERACY,"(<a href=""http://www.j-archive.com/media/2010-09-29_J_30.wmv"">Kelly of the Clue Crew presents the clue</a>.)  To stem bleeding, use this alliterative spot  where an artery  lies over a bone,  like in the upper arm and the top of the thigh  where it meets the abdomen.",a pressure point
HISTORY,"It's the city where the heroic action seen <a href=""http://www.j-archive.com/media/2010-09-29_DJ_10.jpg"" target=""_blank"">here</a> took place in 1989.",Beijing
HISTORY,"He's the man seen <a href=""http://www.j-archive.com/media/2010-09-29_DJ_11.jpg"" target=""_blank"">here</a> trying to reassure us in March 1981  [Video: ""Now, I am in control ...]",Alexander Haig
HISTORY,"It's the year of the promised return seen <a href=""http://www.j-archive.com/media/2010-09-29_DJ_12.jpg"" target=""_blank"">here</a>.",1944
HISTORY,"Look to the heavens & name this duffer seen <a href=""http://www.j-archive.com/media/2010-09-29_DJ_16.jpg"" target=""_blank"">here</a> in 1971",Alan Shepard
HISTORY,"<a href=""http://www.j-archive.com/media/2010-09-29_DJ_17.jpg"" target=""_blank"">He</a> witnessed the ends of the Earth while accompanying seven expeditions to the Arctic",Matthew Henson
HISTORY,IBM engineer Dave Bradley is called the father of this multi-key combination,Control-Alt-Delete
SCIENCE,"Almost exactly equal to the mass of 1,000 cubic centimeters of water, it's a base unit in the metric system",kilogram
SCIENCE,Just add 273.15 to your Celsius reading to get this,kelvin
SCIENCE,"This noble gas used in high-speed photography lamps takes its name from the Greek for ""hidden""",krypton
SCIENCE,"A substance to start a fire, or the point that's the lowest temperature at which something will autoignite",the kindling point
SCIENCE,"Macrocystis, this type of seaweed, can be 200 feet long",kelp
LITERACY,"Hawthorne's introductory essay to ""The Scarlet Letter"" is about a custom-house in this seaport","Salem, Massachusetts"
LITERACY,"This Danish seaport is the setting for Shakespeare's ""Hamlet""",Elsinore
LITERACY,"People of Mexican descent live above the town of Monterey, California in this title district of a Steinbeck novel",Tortilla Flat
LITERACY,"In a play by Thornton Wilder, it's ""Our Town""","Grover's Corners, New Hampshire"
LITERACY,"In an Anne Bronte novel, Helen Graham is ""The Tenant of"" this title place",Wildfell Hall
SCIENCE,"The Columbia, one of these between Valdez & Anchorage, Alaska can move about 65 feet per day",Glacier
SCIENCE,In 1909 Dutch botanist Wilhelm Johannsen first proposed this name for the unit of heredity in living things,Gene
SCIENCE,"The largest living reptile is probably the saltwater species of this animal, which may weigh more than a ton",Crocodile
SCIENCE,"This Russian physiologist's major published work was ""Conditioned Reflexes"" in 1926",Ivan Pavlov
SCIENCE,His first law of planetary motion states the planets' orbits are ellipses with the sun at one focus,Johannes Kepler
LITERACY,Deee-fense!  This Erle Stanley Gardner lawyer has been in over 80 novels & has never been objectionable,Perry Mason
LITERACY,"Darcy!  Darcy!  He's our man!  If he can't do it (that is, get over himself & marry Elizabeth in this novel) then no one can!",Pride and Prejudice
LITERACY,"Stomp 'em!  Stomp 'em!  Like a T-rex in this author's ""Jurassic Park""!  Stomp 'em!",Michael Crichton
LITERACY,"2-4-6-8, this ""Garp"" man who also wrote ""Setting Free the Bears"" is really great!",John Irving
LITERACY,"He wrote, ""It was the schooner Hesperus that sailed the wintry sea""; hold that line!",Henry Wadsworth Longfellow
LITERACY,"This novelist is credited as the first to call Route 66 the ""Mother Road""",John Steinbeck (in The Grapes of Wrath)
HISTORY,After the collapse of Charlemagne's empire this system of lords & vassals emerged,feudalism
HISTORY,"This Medici had ""24 maids of honor of high rank & low principles to help her seduce...nobles""",Catherine de Medici
HISTORY,From 1848 - 1916 Franz Joseph I was emperor of Austria & king of this,Hungary
HISTORY,"Though unable to navigate its full length, in 1846 Sir John Franklin found this long-sought route",Northwest Passage
HISTORY,"This bearded 12th c. emperor became a folk hero who it's said, will someday return & unify Germany",Frederick Barbarossa
LITERACY,MacKinley Kantor's 1956 novel takes place in this notorious prison,Andersonville
LITERACY,"The last line of this novel is ""After all, tomorrow is another day.""","""Gone With The Wind"""
LITERACY,"According to the title of an Allan Gurganus novel, Lucy Marsden, the ""Oldest Living"" one of these, ""Tells All""",Confederate widow
LITERACY,"In Thomas Dyja's 1997 novel ""Play for A Kingdom"", soldiers from both sides take a break to play this sport",Baseball
LITERACY,This verse narrative of the Civil War won Stephen Vincent Benet a Pulitzer Prize,"""John Brown's Body"""
LITERACY,"A Tolkien trilogy includes ""The Two"" these",Towers
LITERACY,"Peter Hoeg wrote of her ""Sense of Snow""",Smilla
LITERACY,"In a John Updike title, he ""Is Back""",Beck
LITERACY,Melville created this foretopman,Billy Budd
LITERACY,"This word completes Khaled Hosseini's title ""A Thousand Splendid...""",Suns
HISTORY,"While hidden at Wartburg Castle in 1521, this man began his German translation of the New Testament",Martin Luther
LITERACY,"An incident on a warship on which his cousin was an officer may have inspired ""Billy Budd""",Herman Melville
HISTORY,This one time Dominican prior ruled the Spanish Inquisition with an iron hand for 15 years,Tomas de Torquemada
LITERACY,"She began writing her diaries as letters to her father, Spanish composer Joaquin Nin",Anais Nin
HISTORY,Russia's 1939 invasion of this neighbor met with resistance from highly mobile ski troops,Finland
LITERACY,This Frenchman's paternal grandparents were a marquis & a black woman from Santo Domingo,Alexandre Dumas (pere)
HISTORY,"In its drive for German unification, this country defeated Austria in the 7 Weeks' War of 1866",Prussia
LITERACY,"Daniel Day Lewis, who starred in ""The Unbearable Lightness of Being"" is this late poet laureate's son",Cecil Day Lewis
HISTORY,"In about 1403 Belgrade, now the capital of Yuogslavia, became the capital of this country",Serbia
LITERACY,"His daughter Susan's memoir about life with him is called ""Home Before Dark""",John Cheever
HISTORY,Omar Khayyam's ancient Iran,Persia
HISTORY,Ancient Yucatan tribe that had no schools but were excellent astronomers,the Mayans
HISTORY,"In '38, the Munich Agreement allowed Germany to partition this country",Czechoslovakia
HISTORY,"With the Angles & Jutes, they conquered 5th century England",the Saxons
HISTORY,Many of them left France when Louis XIV revoked the Edict of Nantes,the Huguenots
LITERACY,"A popular London scientist & medical man, by suicide (though police found another man's body in his place)",Dr. Jekyll
LITERACY,"Shakespearean royal, very briefly survived by her husband & son, by poisoning, in Denmark",Queen Gertrude
LITERACY,"19th c. pickpocket gang leader, described as ""a receiver of stolen goods"", by execution",Fagin
LITERACY,"Long Island society mourns his loss. Murdered, in West Egg, by George Wilson",The Great Gatsby
LITERACY,"This Louisiana governor & ""boss"" rose to ruthless demagogue, assassinated, by Adam Stanton",Willie Stark
HISTORY,In November 1934 Arthur Mitchell became the first black person elected to Congress from this party,Democratic
HISTORY,"Before Rosa Parks there was Irene Morgan, who wouldn't move on an interstate one of these in July 1944",Bus (Greyhound)
HISTORY,"Autherine Lucy, this Tuscaloosa school's first black student, was admitted & expelled in February 1956",University of Alabama
HISTORY,The 19th of this month is celebrated as the date Texas slaves learned of their freedom in 1865,June (Juneteenth)
HISTORY,In January 1955 this great contralto integrated the Metropolitan Opera,Marian Anderson
SCIENCE,Lavoisier was one of the men on the committee that came up with this measurement system in 1790s France,metric system
SCIENCE,"In 1891 Brucia, the 323rd asteroid discovered, was unique as it was the first one found by using these",photographs
SCIENCE,In the 1780s William Herschel determined its axial inclination & found it had ice caps,Mars
SCIENCE,The discovery of this element in 1669 has led to a lot of friction -- in matches,phosphorus
SCIENCE,In 1879 after 1000s of failures Edison found a simple scorched cotton thread worked best as one of these,lightbulb filament
LITERACY,"""Rip-Rip"" is a comic opera about this sleepy head who killed time in the Catskills",Rip Van Winkle
LITERACY,"This ""Messiah"" composer set Dryden's poem ""Ode For St. Cecilia's Day"" to music",George F. Handel
LITERACY,"Franz Liszt's symphony based on this work includes the movements ""Inferno"" & ""Purgatorio""","""The Divine Comedy"""
LITERACY,"Bernard Naylor adapted her ""Sonnets from the Portuguese"" for voice & string quartet",Elizabeth Barrett Browning
LITERACY,"This John Bunyan work inspired the one-act opera ""The Shepherds Of The Delectable Mountains""","""Pilgrim's Progress"""
LITERACY,Society is divided between Eloi & Morlocks in this futuristic H.G. Wells work,The Time Machine
LITERACY,"The hero of this Old English poem dies killing a dragon that attacked his people, the Geats",Beowulf
LITERACY,British philosopher & mathematician who won the 1950 Nobel Prize for Literature,Bertrand Russell
LITERACY,"""Goodbye to All That"" is the autobiography of this ""I, Claudius"" author",(Robert) Graves
LITERACY,"He became a Roman Catholic 14 years before publishing ""The Power and the Glory""",Graham Greene
HISTORY,"The 2 countries that became independent on Aug. 14 & 15, 1947",Pakistan & India
HISTORY,"Rav is Hebrew for ""teacher"" or ""master""; an ""I"" sound to mean ""my"" was added to create this word we use in English",rabbi
HISTORY,The word leech comes from an Old English word for this modern occupation,doctor
HISTORY,"(<a href=""http://www.j-archive.com/media/2005-11-08_J_09.jpg"" target=""_blank"">Cheryl of the Clue Crew shows some Greek on the monitor.</a>)  The name of this typographical mark  comes from the Greek words para, meaning ""beside"", and tithenai, ""to put""",parentheses
HISTORY,"English words drawn from the Algonquian language include moose, terrapin & this other word for groundhog",woodchuck
HISTORY,"The Latin mulsus, meaning ""sweet"", gave us the name of this chocolate dessert",mousse
HISTORY,"The ""Rough Wooing"" involved Henry VIII's plan to have his kid Edward marry this Scottish infant, later a queen","Mary, Queen of Scots"
HISTORY,The Proscription Act of the 1740s banned the kilt & this musical instrument,bagpipes
HISTORY,"Pavement inventor John McAdam was nicknamed the ""Colossus of"" these (& spell it so we know what you mean)",R-O-A-D-S
HISTORY,In 1803 the Earl of Selkirk established a colony of highlanders in what's now this country,Canada (Prince Edward Island)
HISTORY,"This enlightened Scot's ""A Treatise of Human Nature"" was a flop at first, or as he put it, ""Dead-born from the press""",David Hume
HISTORY,"Tho this country was given independence in 1922 under King Fuad I, British troops remained",Egypt
HISTORY,"Finland was never an independent country until 1917, when it broke away from this country","Russia, U.S.S.R."
HISTORY,"After being King of Naples & Spain, Joseph, this man's brother, moved to N.J.",Napoleon
HISTORY,Dual monarchy founded in 1867 in which Franz Josef was king of 1 country & emperor of the other,Austro-Hungarian Empire
HISTORY,"As a result of the 1929 Lateran Treaty with Italy, it became an independent nation",Vatican City
HISTORY,In the 1890s Germany's Otto Lilienthal piloted several successful flights in these engineless planes,gliders
HISTORY,In 1903 Samuel Langley attempted to fly an engine-powered plane launched from a houseboat on this D.C. river,the Potomac River
HISTORY,"On May 6, 1937 Herb Morrison described its demise on the radio saying, ""It's burning, bursting into flames""",the Hindenburg
HISTORY,In 1919 Alcock & Brown made the first nonstop transatlantic flight: St. John's in this province to Ireland,Newfoundland
HISTORY,"In 1943 Clarence Johnson founded this ""stinky"" research arm of Lockheed that produced the F-117A Nighthawk",the Skunk Works
HISTORY,In 1993 he hinted that he'd be willing to give up power if the U.S. ended its embargo of Cuba,Fidel Castro
HISTORY,"In 1951 Macao became an overseas province of this country, & in 1974 a ""Special Territory""",Portugal
HISTORY,In 1867 Emperor Franz Joseph created this dual monarchy,Austria-Hungary
HISTORY,A skirmish over the theft of one of the Discovery's boats led to this explorer's murder in 1779,Captain James Cook
HISTORY,"Tradition says this country's first emperor, Menelik I, was the son of King Solomon & the Queen of Sheba",Ethiopia
HISTORY,"On December 2, 1804 this man crowned himself emperor",Napoleon Bonaparte
HISTORY,"Around 600 B.C. some Phoenicians claimed to have sailed around this continent, 2,000 years before the Portuguese",Africa
HISTORY,The Sonderbund was an 1845 confederation of 7 cantons in what's now this country,Switzerland
HISTORY,"A tsar from age 16, during his despotic reign Russia got its first printing press in 1563",Ivan the Terrible
HISTORY,"In 1993 this Israeli P.M. said, ""You don't make peace with friends.  You make it with very unsavory enemies""",Yitzhak Rabin
SCIENCE,Perseus is one of these configurations: it lies between Cassiopeia & Taurus,a constellation
LITERACY,Great Scott! Lady Stair's house in this Scottish capital boasts exhibits on great Scottish authors,Edinburgh
SCIENCE,"Lovelace wrote that they don't make a cage; in the 1820s, William Sturgeon made electromagnets out of them",iron bars
LITERACY,"A museum devoted to this author is inside a charming replica of his birthplace in Alcala de Henares, Spain",Cervantes
SCIENCE,Light that bounces off a flat surface is reflected; light bent in a transparent medium is this,refracted
LITERACY,"If you're truly a ""Blithe Spirit"", rent this author's Blue Harbour Estate in Jamaica for a mere $3500 a week",Noel Coward
SCIENCE,"(<a href=""http://www.j-archive.com/media/2004-12-06_DJ_09.jpg"" target=""_blank"">Jimmy of the Clue Crew reads from inside the Cirque du Soleil with performers on the stage.</a>)  From the type of simple machine a teeter board is, it's the 8-letter term for what's throwing them up in the air",leverage
LITERACY,"A plaque on 5 Bank Street in New York City notes that she wrote ""My Antonia"" there",Willa Cather
SCIENCE,"This new field of science whose name in part means ""billionth"" constructs superminiature devices",nanotechnology
LITERACY,"Attention, owls & pussycats: the Seymour St. home of this nonsense poet is now a no-nonsense hotel in London",(Edward) Lear
LITERACY,"Queequeg, a tattooed cannibal, is Starbuck's harpooner aboard the Pequod in this 1851 novel","""Moby Dick"""
LITERACY,"This novel begins:  ""Samuel Spade's jaw was long and bony...""","""The Maltese Falcon"""
LITERACY,"The line ""A dozen Hurons fell by a discharge from Chingachgook and his band"" is from this novel","""The Last of the Mohicans"""
LITERACY,"Upton Sinclair novel that ends:  ""Chicago will be ours!  Chicago will be ours!""","""The Jungle"""
LITERACY,"Novel in which Willa Cather wrote, ""The Shimerdas were the first Bohemian family"" in the area","""My Antonia"""
SCIENCE,"Today, there are only 2 continental glaciers: one on Greenland & one on this continent",Antarctica
SCIENCE,It's OK to kiss under this parasitic plant; just don't eat the berries -- that could be the kiss of death,mistletoe
SCIENCE,"The lowest pressure at sea level was 25.69"", measured during one of these tropical storms in the Philippine Sea",typhoon
SCIENCE,"The reticulated species, the largest of these snakes, may reach a length of 33 feet",python
SCIENCE,"When the moon appears between half & full, it's said to be this, either waxing or waning",gibbous
LITERACY,"Called ""a French Sir Walter Scott"", he's known for novels such as ""Les Trois Mousquetaires""",(Alexandre) Dumas
HISTORY,"In 1967, this Latin American country admfited aiding Venezuelan guerrillas in Venezuela",Cuba
LITERACY,Victor Hugo wrote a biographical study of this great English playwright,Shakespeare
HISTORY,"In 1962, the Dutch gave West New Guinea to the U.N., which then gave it to this island nation",Indonesia
LITERACY,"For 35 years straight, he published a new novel each year, including ""From the Earth to the Moon""",Jules Verne
HISTORY,"Names of the Soviet & American spacecraft that docked in space on July 17, 1975",Soyuz & Apollo
LITERACY,"English title of the epic novel whose literal translation is ""In Search of Time Lost""",Remembrance of Things Past
HISTORY,The 2 Southern African colonies that won full independence from Portugal in the mid-1970s,Angola & Mozambique
LITERACY,Madame Bovary's first name,Emma
HISTORY,"World leader who died on January 24, 1965",Churchill
HISTORY,"The ""New Frontier"" was the domestic program of his 1961-63 administration",John F. Kennedy
HISTORY,"In 1898, as a result of this war, the U.S. paid $20 million for the Philippines",the Spanish-American War
HISTORY,"On April 19, 1993 the Branch Davidian compound near this Texas city burned to the ground after a 51-day siege",Waco
HISTORY,In January 1946 this former first lady was the only woman on the U.S. delegation to the U.N.,Eleanor Roosevelt
SCIENCE,Mycobacterium tuberculosis is one of the organisms this process kills in milk,Pasteurization
